1,1,1,1,10,9,0.05303059844659719,0,0,0
1,1,1,2,12,14,0.025982007120073147,0,0,0
1,1,1,3,11,10,0.1279389709800417,0,0,0
1,1,1,4,9,9,0.08955439475433724,0,0,0
1,1,1,5,7,9,0.04338190996455216,0,0,0
1,1,1,6,5,9,0.10965291333681793,0,0,0
1,1,1,7,10,10,0.07818634708002514,0,0,0
1,1,1,8,15,12,0.028393137490691056,0,0,0
1,1,1,9,9,9,0.04864266702151976,0,0,0
1,1,1,10,14,15,0.18557747182482753,0,0,0
1,1,1,11,9,13,0.13896114176186092,0,0,0
1,1,2,12,13,11,0.10189378875641042,0,0,0
1,1,2,13,8,9,0.024093740372551298,0,0,0
1,1,2,14,8,9,0.1541245507608896,0,0,0
1,1,2,15,11,13,0.017555377850788423,0,0,0
1,1,2,16,12,11,0.12106756941897179,0,0,0
1,1,2,17,5,9,0.04813166610517594,0,0,0
1,1,2,18,12,9,0.09050573342942747,0,0,0
1,1,2,19,11,15,0.07772249382655605,0,0,0
1,1,2,20,5,9,0.18198398868590848,0,0,0
1,1,2,21,12,11,0.10956392495931289,0,0,0
1,1,2,22,4,9,0.062193811202337135,0,0,0
1,2,3,23,12,14,0.11235395411811844,0,0,0
1,2,3,24,4,9,0.0872212636875358,0,0,0
1,2,3,25,10,15,0.008688310721385095,0,0,0
1,2,3,26,11,13,0.04559276150786662,0,0,0
1,2,3,27,8,9,0.11116825751967463,0,0,0
1,2,3,28,8,9,0.16742417881442084,0,0,0
1,2,3,29,13,15,0.13149861620443182,0,0,0
1,2,3,30,13,9,0.02426610827933906,0,0,0
1,2,3,31,15,13,0.18768459984255847,0,0,0
1,2,3,32,9,9,0.013097880124914307,0,0,0
1,2,3,33,14,15,0.1612347934425319,0,0,0
1,2,4,34,13,12,0.1620377038556735,0,0,0
1,2,4,35,10,14,0.05580220002002945,0,0,0
1,2,4,36,4,9,0.1113559049258871,0,0,0
1,2,4,37,3,9,0.03782883512963586,0,0,0
1,2,4,38,13,13,0.04300875029250495,0,0,0
1,2,4,39,14,9,0.10897949273661856,0,0,0
1,2,4,40,12,10,0.12682341037153422,0,0,0
1,2,4,41,15,15,0.059648100775056445,0,0,0
1,2,4,42,7,9,0.18035382682289913,0,0,0
1,2,4,43,15,10,0.0966833390562194,0,0,0
1,2,4,44,6,9,0.160732565603257,0,0,0
2,3,5,45,15,10,0.030271071245874248,0,0,0
2,3,5,46,12,12,0.04975128604316015,0,0,0
2,3,5,47,3,9,0.19049143045931405,0,0,0
2,3,5,48,9,9,0.14476700410601417,0,0,0
2,3,5,49,10,14,0.11877796252556272,0,0,0
2,3,5,50,7,9,0.17839975496187344,0,0,0
2,3,5,51,13,10,0.059082609223665594,0,0,0
2,3,5,52,13,15,0.1010650030887138,0,0,0
2,3,5,53,4,9,0.027783380143029834,0,0,0
2,3,5,54,13,14,0.18516554343227898,0,0,0
2,3,5,55,6,9,0.014026947574752091,0,0,0
2,3,6,56,9,15,0.15601612146411603,0,0,0
2,3,6,57,12,10,0.19236768332053544,0,0,0
2,3,6,58,12,15,0.10926193389092465,0,0,0
2,3,6,59,11,9,0.4879978357895268,0,0,0
2,3,6,60,3,9,0.45662572150642855,0,0,0
2,3,6,61,10,11,0.4238460051086195,0,0,0
2,3,6,62,15,14,0.41127772546044805,0,0,0
2,3,6,63,13,14,0.4853213079314004,0,0,0
2,3,6,64,7,9,0.4423901894786447,0,0,0
2,3,6,65,13,11,0.49056206067747254,0,0,0
2,3,6,66,10,13,0.4926423282155875,0,0,0
2,4,7,67,12,14,0.46004300290752975,0,0,0
2,4,7,68,14,9,0.4442829053258195,0,0,0
2,4,7,69,8,9,0.4808708238528485,0,0,0
2,4,7,70,6,9,0.4413622769523202,0,0,0
2,4,7,71,3,9,0.46175509279269045,0,0,0
2,4,7,72,10,13,0.4883637725504758,0,0,0
2,4,7,73,11,11,0.49198480994197813,0,0,0
2,4,7,74,15,15,0.4402032064949005,0,0,0
2,4,7,75,13,15,0.4099529368347806,0,0,0
2,4,7,76,12,9,0.490094867927681,0,0,0
2,4,7,77,6,9,0.4171031403221618,0,0,0
2,4,8,78,9,9,0.41422195728801614,0,0,0
2,4,8,79,14,15,0.461531452270894,0,0,0
2,4,8,80,13,15,0.48554353118107907,0,0,0
2,4,8,81,10,14,0.4233282929758746,0,0,0
2,4,8,82,9,15,0.4812743673789035,0,0,0
2,4,8,83,8,9,0.49601456504550034,0,0,0
2,4,8,84,3,9,0.46030118862092273,0,0,0
2,4,8,85,12,10,0.42742353861945204,0,0,0
2,4,8,86,5,9,0.49495532814975596,0,0,0
2,4,8,87,14,9,0.4004773966768218,0,0,0
2,4,8,88,13,9,0.4855861139090132,0,0,0
